SMILES,pEC50,counter_pEC50,Emax,counter_Emax,sc_log2fc,is_reactive
CC(=O)N1CCC(NC(=O)NC2CCN(c3ccccc3C(F)(F)F)C2)CC1,,,,,0.3181359471068959,0
CC(=O)N1CCC(NC(=O)NCc2cccc(-c3cccnc3)c2)CC1,,,,,0.1281541419523658,0
CC(=O)N1CCC(NC(=O)c2ncccc2O)c2ccccc21,,,,,0.3565181269191944,0
CC(=O)N1CCC(c2nc(C3(C(F)(F)F)CCCCC3)no2)CC1,,,,,0.624141961831952,0
CC(=O)N1CCCC(C(=O)Nc2cc(C(F)(F)F)n(C)n2)C1,,,,,0.5947472354987079,0
CC(=O)N1CCCC(C(=O)Nc2cccc3c2ccn3CC(=O)O)C1,,,,,0.2114776521469574,0
CC(=O)N1CCCC(c2noc(-c3ccc4nnc(C)n4c3)n2)C1,,,,,0.0673824747354826,0
CC(=O)N1CCCC1c1noc(-c2cc(O)nc3ccccc23)n1,,,,,0.124015857369109,0
CC(=O)N1CCCC1c1noc(Cn2ncc3cc(C)cnc32)n1,,,,,0.2526922485664616,0
CC(=O)N1CCCCC(NC(=O)c2cccc(C(N)=O)c2)C1,,,,,0.0433681959152611,0
CC(=O)N1CCCCC1C(=O)Nc1ccc(-c2cccc(C)c2)cn1,,,,,0.5745856946873722,0
CC(=O)N1CCCN(S(=O)(=O)c2cnn(CC(F)F)c2)CC1,,,,,0.1220592640809208,0
CC(=O)N1CCC[C@@H]1C(=O)NC(C)C1CCN(C(=O)c2snc3ccccc23)C1,,,,,0.2541731534495214,0
CC(=O)N1CCN(C(=O)CCNC(=O)NC2CC3CC3C2)CC1,,,,,0.1317284989166372,0
CC(=O)N1CCN(C(=O)CCNC(=O)c2cccc(C3=CCOCC3)c2)CC1,,,,,0.308936266560272,0
CC(=O)N1CCN(C(=O)CN2CCC(N(C)c3ccccc3)CC2)CC1,,,,,-0.0602638283824684,0
CC(=O)N1CCN(C(=O)CN2CCCC(COc3ccccc3Cl)C2)CC1,,,,,0.4364389129029413,0
CC(=O)N1CCN(C(=O)CS(=O)(=O)c2ccc3c(c2)OCCO3)CC1,,,,,-0.0417384552955272,0
CC(=O)N1CCN(C(=O)c2cc(-c3cccn3C)n[nH]2)CC1,,,,,0.2991390884866634,0
CC(=O)N1CCN(c2ccc(NC(=O)[C@H]3[C@@H]4CNC[C@@H]43)cc2)CC1,,,,,0.052209518034006,0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,0.4332485624376514,0
CC(=O)N1CCN(c2cccc(NC(=O)c3cc(F)ccc3O)c2)CC1,,,,,0.3447761263055805,0
CC(=O)N1CCN(c2nnc(-c3nn(C)c4ccccc34)[nH]2)CC1,,,,,-0.0668917081386997,0
CC(=O)N1CCN(c2nnc(C3CC3)n2CC2CCCO2)CC12CCCCC2,,,,,0.2000068883158701,0
CC(=O)N1CCOC(C(=O)N2CCC(C)(N3CCCCC3)CC2)C1,,,,,0.1551626976068903,0
CC(=O)N1CCOC2(CCS(=O)(=NC(=O)C(C)c3ccc(F)cc3)CC2)C1,,,,,0.2726203193310932,0
CC(=O)N1CCOC2CN(C(=O)NCCc3c[nH]c4cccc(C)c34)CC21,,,,,0.1464014071547361,0
CC(=O)N1CC[C@@H](NC(=O)NC(C)c2cc(F)ccc2N(C)C)C1,,,,,0.6546914532668358,0
CC(=O)N1CCc2cc(C(=O)N(C)Cc3cnn(C)c3C)ccc21,,,,,0.0610074274078962,0
CC(=O)N1CCc2cc(C(=O)Nc3cccc(-c4nnc(C)n4C)c3)ccc21,,,,,-0.0443220845597973,0
CC(=O)N1CCc2ccc(S(=O)(=O)N3CCN(C(=O)CO)CC3)cc21,,,,,-0.0296128750106198,0
CC(=O)N1CCc2ccc(S(=O)(=O)NCC(=O)O)cc2CC1,,,,,0.2557377210673998,0
CC(=O)N1CCc2ccccc2C1CC(=O)N1CCC(=O)Nc2ccncc21,,,,,0.1780232113759061,0
CC(=O)N1CCc2ccccc2C1CC(=O)NC1CCN(c2cc(C)nc(C)n2)CC1,,,,,0.1763927267848498,0
CC(=O)N1CCc2sc(S(=O)(=O)Nc3conc3C)cc2C1,,,,,0.0065705272631306,0
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)N1CCCC1c1ccc(F)cc1C,,,,,0.0401397590283945,0
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)NC1COc2ccc(F)cc2C1,,,,,0.0783790473565038,0
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)Nc1ccccc1CCC(F)(F)F,,,,,0.2759015681754739,0
CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C(OCC1CCCC1)c1ccccc1,,,,,0.52413346847381,0
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)NCc1c(C)nn(Cc2ccccc2)c1C,,,,,-0.0925735934358909,0
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)Nc1cnn(CC(C)C)c1C1CC1,,,,,0.1284368234590761,0
CC(=O)N1C[C@H]2CC[C@@H](C1)N2C(=O)c1ccccc1-c1cn[nH]c1,,,,,-0.0341062106270379,0
CC(=O)N1C[C@H]2OC(=O)N(C3CCN(Cc4ccc(C)o4)CC3)[C@H]2C1,,,,,-0.0661055297137636,0
CC(=O)N1Cc2ccccc2CC1C(=O)NCc1ccc(-c2ccc3c(c2)CCO3)cc1,,,,,0.6550824672162691,0
CC(=O)N1Cc2ccccc2C[C@H]1C(=O)N(C)CCC(C)O,,,,,0.0417635389680098,0
CC(=O)N1c2ccccc2C[C@H]1C(=O)N(C)Cc1ccoc1C,,,,,0.7442079521932146,0
CC(=O)N1c2ccccc2C[C@H]1C(=O)NCc1ccnc(N2CCOCC2)c1,,,,,-0.0067394123978719,0
CC(=O)N1c2ccccc2C[C@H]1C(=O)Nc1ccc2oc(=O)ccc2c1,,,,,0.1350168572562522,0
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,,,,,0.0256489989885513,0
CC(=O)NC(C)(C)c1noc(-c2ccc3c(c2)[nH]c(=O)n3C2CCCC2)n1,,,,,0.2338137184218705,0
CC(=O)NC(C)(C)c1noc(C(C)N2CCc3ccccc3C2)n1,,,,,0.4988325319882001,0
CC(=O)NC(C)(C)c1noc(C2Cc3ccc(F)cc3C(=O)O2)n1,,,,,0.1728051392992593,0
CC(=O)NC1(c2noc(-c3cnc4cc(C)nn4c3C)n2)CCCCC1,,,,,0.50185962707757,0
CC(=O)NC1CCCN(C(=O)NC(c2ccc(F)cc2)c2cnn(C)c2)C1,,,,,0.5497726831503303,0
CC(=O)NC1CCN(C(=O)NCCc2nc3c(s2)CCCC3)C1,,,,,-0.0713511947717262,0
CC(=O)NC1CCN(C(=O)c2ccc(-c3ccc(C)nn3)cc2)C1,,,,,-0.1145593261646254,0
CC(=O)NC1CCN(S(=O)(=O)C2CC2c2ccccc2)C1,,,,,0.1508729622252032,0
CC(=O)NC1CCN(c2ncnc(N3CCC(NC(C)=O)C3)c2C)C1,,,,,0.2300409996865068,0
CC(=O)NCC(=O)N[C@H]1C[C@H](c2ccc(C(F)(F)F)cc2)C1,,,,,0.5750650800103886,0
CC(=O)NCC1CCCN(C(=O)c2cc(C)ccc2-n2cnnc2)C1,,,,,0.1302833219734937,0
CC(=O)NCC1CCn2ncc(C(=O)NC3CCCc4sccc43)c2C1,,,,,0.4132922858426009,0
CC(=O)NCC1CN(C(=O)C2CCCCN2C(=O)c2ccco2)CCO1,,,,,0.2039288429897483,0
CC(=O)NCC1CN(Cc2c3c(nn2C)CCC3)CCO1,,,,,0.2829666730343913,0
CC(=O)NCC1CN(c2ccc(-c3c(F)cccc3F)nn2)CCO1,,,,,0.4260526022508685,0
CC(=O)NCCCCCC(=O)O,,,,,0.0642513168140688,0
CC(=O)NCCCNc1ccnc(CCc2ccccc2)n1,,,,,0.1851712053724321,0
CC(=O)NCCCS(=O)(=O)O,,,,,0.1482532965151205,0
CC(=O)NCCN(C)C(=O)C1(Cc2ccc(O)cc2)CC1,,,,,-0.0395886848735888,0
CC(=O)NCCNC(=O)CCC(=O)N1CCCCC1c1ccc(F)cc1F,,,,,0.4984840838187294,0
CC(=O)NCCc1cc(-c2csc(Nc3ccc(F)cc3)n2)ccc1F,,,,,0.5422571458817894,0
CC(=O)NCCc1ccc(S(=O)(=O)Nc2ccc(-c3cccc(O)c3)cc2)cc1,,,,,0.6623136000602623,0
CC(=O)NC[C@@H]1CN(C(=O)Cc2cc(F)c(F)cc2F)C[C@H]1c1cncn1C,,,,,0.4113589628469029,0
CC(=O)NC[C@@]1(F)CC[C@H](CNC(=O)c2ccc(-c3ccccn3)o2)C1,,,,,0.1477562784770307,0
CC(=O)NC[C@H]1CN(CC(=O)N2CCc3ccccc3C2)C[C@@H]1c1cncn1C,,,,,0.152385513587185,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,,,-0.0789231296255632,0
CC(=O)NCc1ccc(C(=O)N2CCn3c(Cc4cccc(F)c4F)nnc3C2)cc1,,,,,0.0145529566155062,0
CC(=O)NO,,,,,-0.1460953374908753,0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,,,,,-0.0686203264792001,0
CC(=O)N[C@@H](CC(C)C)C(=O)O,,,,,0.1904233636543502,0
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,,,,,-0.1144952874318883,0
CC(=O)N[C@@H](CS)C(=O)O,,,,,-0.0416696159045664,0
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC12C=CC(CC1)C2,,,,,0.1178874090865744,0
CC(=O)N[C@@H]1CC[C@H](Cc2nnc(NC3CCc4ccccc4C3)o2)C1,,,,,0.773645000595658,0
CC(=O)N[C@H](CC1CCC1)C(=O)N1CCn2nc(C3CC3)cc2C1,,,,,0.2729996902823961,0
CC(=O)N[C@H](CC1CCC1)C(=O)n1nc(N)c2cc(F)ccc21,,,,,0.5030675941634518,0
CC(=O)Nc1c(C)ccc(NC(=O)c2cnc(-c3ccccn3)nc2)c1C,,,,,0.0137614435760709,0
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,,,,,-0.1291896883580793,0
CC(=O)Nc1c[nH]nc1C1CCCN(C(=O)C2CC(=O)N(C)c3ccccc32)C1,,,,,0.1510462451229586,0
CC(=O)Nc1c[nH]nc1C1CCCN(C(=O)c2cncc(N3CCOCC3)c2)C1,,,,,0.1686787727647127,0
CC(=O)Nc1cc(-c2cn([C@@H]3c4ccccc4CC[C@H]3O)nn2)ccn1,,,,,0.1729241088466646,0
CC(=O)Nc1cc(C(=O)NC2CCCC(F)(F)C2)ccc1C,,,,,0.0128608625527672,0
CC(=O)Nc1cc(C(=O)Nc2cnn(CCN(C)C)c2)ccc1C,,,,,0.1830076361018167,0
CC(=O)Nc1cc(C)c(S(=O)(=O)NCCC(=O)O)cc1Br,,,,,-0.0123278306561845,0
CC(=O)Nc1cc(NC(=O)N2CCC2c2ccc(F)cc2)ccc1C,,,,,0.4683403405403319,0
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)NC2CCN(c3ccccc3F)C2)c1,,,,,0.3506274045290677,0
CC(=O)Nc1cc(S(=O)(=O)NC2CCC(C(N)=O)CC2)ccc1C,,,,,0.2579416229162005,0
CC(=O)Nc1cc(S(=O)(=O)NC2CCN(C(=O)CC(C)C)CC2)ccc1F,,,,,0.7386718659441449,0
CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCCNC(=O)C3CC3)cc2)cc1,,,,,0.1539557694880056,0
CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3ncn(C)n3)cc2)cc1,,,,,0.0598429588878254,0
CC(=O)Nc1ccc(C(=O)N2CCN(C(=O)c3ccc(F)cc3)CC2)s1,,,,,0.0081519849487622,0
CC(=O)Nc1ccc(C(=O)Nc2ccc(NC(N)=O)cc2)cc1,,,,,0.1551008272357903,0
CC(=O)Nc1ccc(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc1,,,,,0.0777684957861228,0
CC(=O)Nc1ccc(C(F)(F)F)cc1NC(=O)[C@@H]1C[C@H]1C(=O)O,,,,,0.018397955340183,0
CC(=O)Nc1ccc(C)c(C(=O)NCc2cccc(C(=O)N3CCOCC3)c2)c1,,,,,0.021187034691606,0
CC(=O)Nc1ccc(CC(=O)N2CCCC(c3noc(C4CC4)n3)C2)cc1,,,,,-0.0159097550074586,0
CC(=O)Nc1ccc(CC(=O)O)cc1,,,,,0.0813854196550293,0
CC(=O)Nc1ccc(CCNC(=O)C2CCC(=O)NC2)cc1,,,,,0.3962908934637722,0
CC(=O)Nc1ccc(Cl)c(C(=O)N2CCN(C(C)CC(=O)O)CC2)c1,,,,,-0.0115896912499549,0
CC(=O)Nc1ccc(Cl)c(C(=O)NCc2ccc3[nH]c(=O)[nH]c3c2)c1,,,,,0.1465362350622345,0
CC(=O)Nc1ccc(NC(=O)C2CCCCC2C(=O)O)cc1,,,,,0.0736017761079056,0
CC(=O)Nc1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1Cl,,,,,0.1476178286262231,0
CC(=O)Nc1ccc(O)cc1,,,,,0.2227169575407863,0
CC(=O)Nc1ccc2nc(NC(=O)[C@H]3OCCO[C@H]3C)sc2c1,,,,,0.2370438188372547,0
CC(=O)Nc1cccc(-c2ccc3c(c2)OCCCC3O)c1,,,,,0.1845289632276607,0
CC(=O)Nc1cccc(C(=O)N2CCC3(CNC(=O)C3)C2)c1C,,,,,0.263219352770924,0
CC(=O)Nc1cccc(C(=O)NCc2nnc(C(C)C)n2C)c1,,,,,-0.1265954376616932,0
CC(=O)Nc1cccc(C(C)NC(=O)CC2CCC(=O)NC2)c1,,,,,-0.0821890315637418,0
CC(=O)Nc1cccc(CC(=O)Nc2cccc3[nH]c(=O)oc23)c1,,,,,-0.0142447808397893,0
CC(=O)Nc1cccc(NC(=O)N2CCC(C3CCOCC3)CC2)c1,,,,,-0.0109863074773643,0
CC(=O)Nc1cccc(NC2CCN(c3ccc(C)cc3)C2=O)c1,,,,,0.2903934875143242,0
CC(=O)Nc1cccc2c1CCCN2C(=O)Cc1ccc(F)c(F)c1,,,,,0.4140849965203595,0
CC(=O)Nc1cccc2c1CCCN2C(=O)c1cncc(-c2ccccn2)c1,,,,,-0.0158853790782579,0
CC(=O)Nc1cccc2c1CCN(C(=O)C(C)n1cnc3c(N)ncnc31)C2,,,,,-0.0672096896328192,0
CC(=O)Nc1cccc2c1CCN(C(=O)C1CCCN(CC(F)(F)F)C1)C2,,,,,0.3842232663815962,0
CC(=O)Nc1cccc2c1CCN(C(=O)CN=c1nc(C)[nH]c3sc(-c4ccccc4)cc13)C2,,,,,0.4543398543910823,0
CC(=O)Nc1cccc2c1CCN(C(=O)c1cn(C)nc1-c1ccco1)C2,,,,,0.1344247721414085,0
CC(=O)Nc1ccccc1CC(=O)N1CCc2ncc(C)cc21,,,,,0.0770806865382586,0
CC(=O)Nc1nc(C(=O)N2CCC(c3ncc(C)s3)CC2)cs1,,,,,0.3988416098810932,0
CC(=O)Nc1nc(Cn2cc(CN3CCOC[C@H]3C)nn2)cs1,,,,,0.0529371408835916,0
CC(=O)Nc1nc2cnc(NC3(C4CCCO4)CCC3)nc2s1,,,,,0.5647149125909907,0
CC(=O)Nc1ncc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)s1,,,,,0.2007844390491959,0
CC(=O)Nc1nnc(S(N)(=O)=O)s1,,,,,-0.056692427969388,0
CC(=O)OC(C)(C)C(=O)NCc1nn(C)c(=O)c2ccccc12,,,,,0.4235684643763585,0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,,,,,-0.0325995461816557,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,0.3584239263174421,1
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,0.7438334553532353,1
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,,,,,0.0676761291462116,0
CC(=O)OCC(COC(C)=O)OC(C)=O,,,,,-0.1579912392664539,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,,,,,-0.1279548353618934,1
CC(=O)OCC[N+](C)(C)C,,,,,0.0573641806726265,0
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,,,,,0.0324707310527041,0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,,,,,0.4508916834102721,0
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,,,,,-0.0225985021226105,0
CC(=O)Oc1cccc(O)c1,,,,,0.1282608584095201,0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,,,,,0.1530517736468876,1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,1.462732244827662,0
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,,,-0.0963779449142911,0
