SMILES,pEC50,fc_8p25,fc_33,fc_99,logD
Cc1cccn2c(=O)cc(Cn3cc(C(O)c4ccccc4)nn3)nc12,4.74,0.4223100039109865,1.1113050715950477,,
CC(C)Cn1cccc(-c2nc(-c3coc(C4CCC4)n3)no2)c1=O,5.2,0.7253830954111672,1.417695779973052,,
N#Cc1ccc(CCSc2ccc(C(=O)N3CCCC3)cn2)cc1,5.53,0.9565622854177988,1.0621863734509027,,
CC1(NC(=O)c2ccc(=O)n(-c3ccccc3)n2)CCCCC1,4.93,0.877139111325366,1.276429130817589,,
CC1c2c(F)cccc2CCN1C(=O)Nc1ccc(-n2cccn2)nc1,5.14,0.6691104300381203,1.4437870047766783,,
CON(C)C(=O)c1cc(-c2cccnc2)nc2c1cnn2Cc1ccco1,4.76,0.9527577501842612,1.7045870713205746,,
CC(C)(C)OC(=O)NCc1cc(-c2nc(-c3cnc4cnccn34)no2)ccn1,4.42,0.3773381241744082,1.2333563481273568,,
CC1(C)CN(c2cc(-c3ccccc3)nc3ncnn23)CC2(CCOC2)O1,5.06,0.6904919940799612,1.1677180674519303,,
Cc1c(CNC(=O)C(c2ccccc2)N2CCC(O)CC2)oc2ccc(F)cc12,4.74,0.9871314879533865,1.6084394554710826,,
Cc1cc(C(=O)NC2(c3ccccn3)CC2)nn1-c1cccc(Cl)c1,5.23,0.765545994939749,1.2765609344810998,,
COCc1cc(Cn2cc(C34CC5CC(CC(C5)C3)C4)nn2)no1,5.23,0.7577273862471113,1.0730143971307495,,
O=C(Nc1cc2n(n1)CCCC2)c1cccc(C2CCOC2)c1,4.64,0.2140987286309826,1.0318012315199208,,
Cc1conc1CS(=O)(=O)N(C)C(c1ccccc1)C(F)(F)F,5.22,0.6492023945483749,1.2330124776806513,,
Cc1ccc(N(C)C(=O)[C@H]2C[C@@H]2c2ccc(OC(F)F)cc2)nn1,4.61,0.5223017998002965,0.9950303553123864,,
CCc1ccc(C2COCCN2S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)o1,4.98,0.7685293434234611,1.0498194814740311,,
Cn1nccc1C12CCC(C1)C2C(=O)NCCCc1c[nH]nc1C(F)(F)F,4.97,0.4133106294037681,1.1017302494397612,,
Cc1cccc2cc(C(=O)N3CCCN(S(C)(=O)=O)CC3)oc12,4.93,0.6562418956240207,1.052592958835178,,
CC1(c2nc(-c3csc(C(F)(F)F)c3)no2)CCNC(=O)C1,5.07,0.7095920966591815,1.1761608494616214,,
O=C(NCCc1c[nH]c2cc(F)ccc12)C1COc2ccccc21,4.73,0.7486365046829943,1.411107194903305,,
Cc1ccc(CNC(=O)N2CCCN(S(C)(=O)=O)CC2)nc1C,4.63,0.5752311326595003,1.497262189578994,,
COc1ccc2nc(CN3CCCC(N4CCCC4=O)CC3)sc2c1,5.16,0.8536288898528946,1.4326712433098605,,
CC(C)c1ncncc1C(=O)Nc1nc2ccc(S(=O)(=O)N3CCCC3)cc2s1,4.26,0.60633097675562,1.4929468988001788,,
CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3cc(-c4ccco4)nn3C)cc(C3CC3)nc21,4.51,0.4041697276777419,1.4415536836620428,,
Cc1noc(C)c1-c1cn(C(C(=O)N(C)C)c2ccccc2)nn1,5.39,0.9299501920979056,1.3784941368325685,,
NS(=O)(=O)N1CCCN(c2nc(-c3ccncc3)nc3ccccc23)CC1,4.34,0.4601960393453619,1.3172024768080397,,
CCC(NC(CO)Cc1ccc(F)cc1)c1ccccc1F,4.93,0.5186821971046208,1.041085361174145,,
c1ccc(-c2cc(NC3COC(C4CC4)C3)n3nccc3n2)cc1,5.11,0.4913093065507609,1.1327208129999062,,
CCn1c(-c2cc(C)oc2C)nnc1N(C)CCCSC,5.28,0.9079820437091798,1.4839126114548706,,
COc1ccc2c(c1)CC(c1nnc(-c3ccccc3F)o1)CO2,4.11,0.4125658688381843,1.16470315295621,,
CCc1nocc1Cn1cc(-c2ccccc2OC)nn1,4.81,0.7874737953419835,1.3516547011483393,,
O=C(CN1CCN(C(=O)c2cccc(F)c2)CC1)NCCc1nc2ccccc2s1,4.99,0.6461182473230415,1.1075909201087233,,
CC(c1cccc(S(N)(=O)=O)c1)N(C)C(=O)CN1C(=O)CCOc2ccccc21,4.81,0.5002304935938625,1.062162954727111,,
CNC(=O)C(NC(=O)c1cc(C)ccc1O)c1ccccc1,4.4,0.8544223745827352,1.7113307138667102,,
O=C(C1CCCN(c2ncccc2C(F)(F)F)C1)N1CCC2(CC1)OCCO2,4.69,0.5990414916739357,1.179308118788381,,
CCCCC(=O)N1CSCC1C(=O)N1CCC[C@]1(C)C(=O)OC,4.38,0.4340394708979165,1.003439675809291,,
Cc1ccccc1C(C)Cc1nc(-c2ncoc2C)no1,4.61,0.7546923510402612,1.2801624880590496,,
CC1(C(=O)Nc2ncn(Cc3ccc(Cl)cc3)n2)CCCN(C(=O)c2ccccc2)C1,5.16,0.914630185638865,1.2526084384182707,,
O=C(NCC1(c2cccc(Cl)c2)CCOCC1)C(O)C1CCCCC1,5.22,0.9871729686493008,1.39301136505774,,
Cc1csc(C(O)(CC(=O)N2CCC(c3ccccc3C)CC2)C(F)(F)F)n1,4.98,0.7213293061145359,1.3279076114703754,,
CNC(=O)c1ccc(CN(C)C(=O)NC2CCCN(c3cccc(F)c3)C2)cc1,4.83,0.4138891746618559,0.9983098330500574,,
CCN(Cc1ccc2c(c1)OCO2)C(=O)NCc1nnc2n1CCCCC2,5.11,0.6476760881407009,1.200596839562679,,
CN(C)C(=O)C(Cc1ccccc1)NCc1cccc2[nH]ccc12,4.85,0.6819683814163774,1.2235345722418345,,
CC(C)(C)c1ccc(Cl)cc1NC(=O)c1ccn(C2CCOCC2)n1,5.1,0.837881355229311,1.3010405436711288,,
C=C1CC(C)(C(=O)N[C@H]2CCCCC[C@H]2NC(=O)C2(C)CC(=C)C2)C1,5.16,0.9375576025561424,1.5179064061931555,,
Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,5.08,0.4385105458714609,1.040931435560828,,
COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,4.56,0.5113215202729164,1.576653513932195,,
COc1ccc2[nH]nc(NC(=O)C3(c4ccccc4)CCCO3)c2c1,4.65,0.8771429800609288,1.5567266093302332,,
CC(=O)NCc1ccc(-c2csc(C3CCCN(C(C)=O)C3)n2)s1,4.84,0.5427438609638305,1.0942673988795106,,
COc1ncccc1C(=O)NC1(c2ccccc2F)CC1,4.7,0.6873961121433726,1.2318849684435682,,
CSc1cc2c(cc1NC(=O)N1CCCC3(CCOCC3)C1)OCCO2,4.52,0.5620502372194854,1.1172860584000242,,
COC1CCCN(CC(=O)Nc2cccc(C(F)(F)F)c2)C1,4.83,0.6917561599920982,1.3137642337860835,,
CCOc1c(Cl)cc(C(=O)NC(C)c2noc(-c3ccccc3)n2)cc1OC,4.63,0.3656850832772806,1.1159196976129535,,
C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,4.82,0.4124039711472741,1.1830335898958726,,
O=C(c1c[nH]c2ncc(Br)cc12)N1CCCC(n2ccnc2)C1,5.35,0.7793849636044996,1.0916508557324118,,
CN(C)C(=O)C(OC(=O)c1c(F)cc(O)cc1F)c1ccccc1,4.56,0.6426778843098878,1.7460171204566546,,
CN(Cc1nnc(-c2cc3c(s2)CCCC3)o1)c1ccn(C)n1,4.42,0.4810358803773478,0.9943944198165532,,
O=C(NCC1(c2ccccc2)CCCO1)c1ccc2[nH]cnc2c1,4.5,0.6379162348568148,1.227356340428321,,
Cc1nn(C)c2nc(C3CC3)cc(C(=O)Nc3nccn(C)c3=O)c12,4.42,0.6910898925434952,1.2949754231217172,,
Cc1cc(Br)ccc1N(C)S(=O)(=O)c1cnn(C(C)C)c1,5.2,0.990123104946276,1.4231879884624057,,
Cc1cc(C)c(C(=O)N(Cc2cnn(C)c2)CC(C)C)c(C)n1,4.26,0.6107039169873999,1.0681371196413405,,
O=C(Nc1nc(C2CC2)cs1)c1cn(CCc2ccccc2)nn1,5.36,0.9353660937363252,1.286197425769651,,
CC(C)(C)c1csc(C2CN(C(=O)c3cccc(C(=O)O)c3)CCO2)n1,5.0,0.192429652506977,1.00691643833584,,
O=C(Nc1ccc(F)nc1)N1CCC(Cc2ccc(F)cc2)C1,4.71,0.664421487723753,1.093644006799418,,
COCCOc1cccc(C(=O)N(C)c2ccc(C(=O)OC)cc2)c1,4.06,0.2090940327696427,1.0670588613805272,,
O=C(NCc1cccc(OC(F)(F)F)c1)NC1CC12CCOCC2,4.68,0.2709253365629196,1.0548455819146227,,
COc1ccc2c(ccn2CC(=O)NCC2(N3CCOCC3)CCCCC2)c1,5.11,0.8014507092246109,1.2049436366533646,,
COc1ccccc1Nc1ncccc1C(=O)NCC1(C(N)=O)CCOCC1,4.68,0.2963955083920955,1.0274261296048317,,
Cc1cnn(C2CCN(C(=O)NCC(C)c3ccc(F)cc3)C2)c1,4.46,0.4084231693092108,1.1199209684825655,,
Cc1oc2ccccc2c1C(=O)N1CCC(Cc2nc3ccccc3[nH]2)CC1,4.57,0.6017602810308114,1.063187946128659,,
CCc1nn(C)cc1NC(=O)C1CCN(c2ccccc2Cl)C1,3.85,0.421511167718732,1.0861754226450286,,
O=S1(=O)CCC2(CCCN(Cc3cnc(-c4ccccc4)o3)C2)C1,5.2,0.6667529107797503,1.2168492341567554,,
CC(Nc1cccc(NC(=O)CO)c1)c1nc(-c2ccccc2)no1,4.34,0.5849065520435818,1.0978565938297509,,
Cn1nnc(CNS(=O)(=O)c2ccc(C(C)(C)C)cc2)n1,5.07,0.4922605034002286,1.1205598575379276,,
CC(c1nnnn1C)N1CCOC(c2ccc(Cl)c(Cl)c2)C1,5.22,0.9808548277071102,1.4793584142527214,,
COc1ncc(C(=O)N2CCC2c2cccc(F)c2)cc1Cl,5.0,0.8494763174408639,1.2560827532239065,,
Brc1ccc(C2(CNC(c3cccnc3)c3ncc[nH]3)CCOCC2)cc1,4.51,0.5408185451479187,1.3620285450495009,,
COC(=O)c1cnc(NC2CCCCCN(C(=O)C3CCC3(F)F)C2)nc1,4.61,0.6455404135698007,1.482010713959382,,
Cc1ccnc2nc(C(=O)N(Cc3ccco3)C3CCCC3)nn12,4.42,0.6980025414939329,1.0992680885571071,,
Cc1c(C(=O)N2CCCCC2CNC(=O)Nc2ccccc2)nnn1-c1ccc2ncccc2c1,4.53,0.5964931599517027,1.3625195402997758,,
Cc1cc(NC(=O)C2(C)CCCO2)n(-c2cccc(Br)c2)n1,5.09,0.9901346709947858,1.393915218104116,,
O=C(CCc1ccccc1)N1CCCN(C(=O)C2COc3ccccc32)CC1,5.31,0.9050612992934444,1.355490074219498,,
COc1cc(C)ccc1NC(=O)c1cccc(-c2ncn[nH]2)c1,4.45,0.4190956013769722,1.321899777268258,,
CC(C(=O)Nc1nccs1)N1CCCN(C(=O)c2ccccc2)CC1,4.87,0.3200670615141016,1.0094751609244854,,
COc1cccc(C2CN(C(=O)CNC(=O)c3ccc(C)c(C)c3)CCO2)c1,4.91,0.6773977834415328,1.2218849473471014,,
COCCOC1CC(CO)CN(S(=O)(=O)c2cc(F)ccc2C)C1,5.52,0.4142454189255828,1.081540679084292,,
O=C(Nc1ccc(C2CC2)nn1)NC1(c2cccc(OC(F)(F)F)c2)CC1,5.03,0.654569336058729,1.2622523104398624,,
CCOC1CC(NC(=O)c2ccnc(-n3cccn3)c2)C12CCCC2,4.8,0.7904937323388227,1.2124078032273833,,
COCCNc1ccc(CNC(=O)N2CCCC3(CCCC3)CC2)cc1,4.83,0.6309328752037009,1.2968932422192303,,
Cn1cccc1C1CCCCN1C(=O)CCN1C(=O)COc2ccccc21,5.28,0.9517957693589728,1.234443894306421,,
COc1ccc(C)cc1S(=O)(=O)N1CC(O)CC1c1ccc(F)cc1,5.04,0.9219041698724534,1.5513629328271348,,
c1cnc2c(c1)CCC[C@H]2n1cc(COC2CCCCO2)nn1,5.18,0.9733210622067175,1.530641952241645,,
Fc1cccc(Cl)c1CCc1noc(C2(n3cccn3)CC2)n1,5.06,0.8582541822079279,1.604375631457545,,
CCOc1ccccc1C(F)(F)C(=O)N1CCC(NC(=O)C2CC2)CC1,5.26,0.989055005496695,1.5784677947551748,,
O=C(CC1(N2CCOCC2)CCCC1)NCc1ccc2c(c1)OCCO2,5.24,0.7304381206158518,1.2060372287787595,,
Cc1c(C(=O)N2CCCN3c4ccccc4CC3C2)c(O)nc2ccccc12,5.0,0.8156155741882333,1.3517999525653046,,
CC1CCCN(S(=O)(=O)c2cccc3c2OCC3)C1C(=O)O,4.41,0.5268483468252297,1.0076932219951482,,
Cn1nc(CNC[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,5.07,0.524706717984294,1.0957295080025484,,
CC(C)c1nc(C(=O)N2CCC=C(F)C2)nn1-c1ccccc1F,5.22,0.9615495094521496,1.3426158208964023,,
Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1,4.44,0.3284978915221058,1.025688057505278,,
O=C(NCC1CCOc2ccccc21)N1CCOC(c2ccccc2F)C1,4.82,0.4022340704391032,1.0057291662898735,,
COC1CCCN(C(=O)C(Cc2ccccc2)NC(=O)c2cccnc2)CC1,4.89,0.6766585914409323,1.1878197622728288,,
COc1cc(C#N)ccc1OCC(=O)N1CCCC1C1CCCC1O,4.97,0.754582032445541,1.2648203024819915,,
CC(c1cc2ccccc2o1)N(C)C(=O)c1cn(C)nc1C(C)(C)C,4.49,0.82263025358951,1.2316927162335172,,
CN(Cc1ccoc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,5.25,0.9809593117465688,1.3169777882063352,,
CC(NC(=O)N1CCC(C)C1CO)c1ccc(F)cc1Cl,5.18,0.5258170852715106,1.130744348957305,,
O=C(NCC(Cc1ccccc1)Cc1ccccc1)N1CCC(O)C(F)(F)C1,4.94,0.7576690975709227,1.571046173820618,,
Cc1ccccc1C1(C(=O)N2CCCC(O)(c3c[nH]nn3)C2)CCCC1,5.21,0.5686838357077594,1.265276840415906,,
Cc1cc(C(=O)N2CCCN(S(=O)(=O)N(C)C)CC2)nn1-c1ccc(Cl)cc1Cl,5.19,0.7923727283174762,1.1892351454537324,,
O=C(Nc1ccnc(Oc2ccc(F)cc2F)c1)N1CCC2CCCC21,5.38,0.764833503765637,1.069248738003273,,
CC(O)C(C)(CNC(=O)C1CCCN1C)Cc1ccccc1,4.44,0.4308733757478273,1.049477739724772,,
COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC,4.63,0.639132758412932,1.12212442469736,,
Cn1nnc2cc(C(=O)N(CC3CCCCC3)c3ccccn3)cnc21,5.25,0.7350311187101296,1.253967288711455,,
Cc1nc(C(F)(F)F)ccc1C(=O)N1CCCN(C(=O)C2CC2)CC1,4.02,0.2920611075821923,1.0461396570944497,,
COc1cc(C(=O)N(Cc2ccccc2)C2CC(C)(C)OC2(C)C)on1,4.48,0.4339134711655983,1.2427108917544092,,
COc1cccc(CNC(=O)c2cccn(Cc3ccccc3)c2=O)n1,5.53,0.9682407811828998,1.2493297634094689,,
CCc1cc(NC(=O)c2coc3ccc(OC)cc23)n(C)n1,4.26,0.5667954939211454,1.3395038208399073,,
CC(O)(Cn1ccccc1=O)C(=O)N1CCc2ccc(Cl)cc2C1,4.6,0.5526957000763194,1.373891349837665,,
COC(C(=O)N1CCN(S(=O)(=O)N(C)C2CCCCC2)CC1)C1CC1,5.41,0.8811176422742366,1.1477483464649705,,
Cc1sc2ncn(NC(=O)COc3ccc(C(N)=O)cc3)c(=O)c2c1-c1ccccc1,4.54,0.4341009416566441,1.034541087139502,,
Cc1cccc(NC(=O)C2CCCN(c3nc4ccccc4s3)C2)n1,4.77,0.3821678413123685,1.2445077485277811,,
Cc1cccc(C(=O)N2CCCN(C(=O)c3nn(C)c(C)c3Cl)CC2)c1,4.67,0.4355553317915585,1.1360732287137028,,
CC(C)Cn1cnc(S(=O)(=O)N2CC(=O)Nc3ccccc32)c1,4.64,0.5052629421827021,1.0909690406140138,,
COC1CCN(C(=O)NCCOc2ccc(C(C)(C)C)cc2)C(C)C1,4.67,0.7334770951309219,1.2539276760454512,,
Cc1c(N2CCC(C3CC3)C2)ncnc1N1CCC(C2CC2)C1,3.92,0.6485285820025676,1.113093167620155,,
Cc1cccc(C2CCCN2C(=O)NCc2ccsc2)n1,4.48,0.4763467221185298,1.1728912257989084,,
CS(=O)(=O)c1cccc(NC(=O)NCC2CCN(c3ccc(F)cc3)C2)c1,5.1,0.920107476400035,1.5546362917713032,,
O=S(=O)(NC1CC(O)C12CCC2)c1ccc2c(c1)CCCC2,5.23,0.8496942713077819,1.3893578952198085,,
O=C(Cc1ccccc1)NCCC(=O)N1CCCC1CC(O)c1ccccc1,4.57,0.3129549463716293,1.1621131232955788,,
COC(=O)C1CCn2c(CCCOc3ccc(Cl)cc3C)nnc2C1,4.77,0.5803999684317646,1.1666763367734276,,
Cc1ccc2oc(C(=O)N(C)C3CCCCC3S(C)(=O)=O)cc2n1,4.87,0.5216528564600305,1.3416281604458973,,
CC(C)Oc1cncc(C(=O)N2CC(C)OCC2c2ccccc2)c1,4.83,0.8752508050949024,1.4424736236374769,,
COc1ccc(Cl)c(CN2C(=O)NC3(CCc4ccccc4C3)C2=O)c1,4.89,0.9880830176366476,1.3262699737968082,,
Cc1noc(C)c1CC(=O)N(Cc1ccccc1)C1CC(C)(C)OC1(C)C,4.67,0.5140978959657897,1.0131305287530654,,
CN1CCN(C(=O)CCc2nc3ccccc3o2)C(c2ccccc2)C1,4.39,0.2915550971717716,1.1181568948059537,,
COc1ccc2c(c1)N(C(=O)c1ccnc(C3CC3)c1)CCO2,4.38,0.5029036693487146,1.0778280753876357,,
CC(=O)Nc1cccc(OCCNC2[C@H]3CCC[C@H]3C2(C)C)c1,4.73,0.380122061559673,1.0567323386255878,,
CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1,4.26,0.6930737674122988,1.486855015112741,,
COc1cccc2c(N3CCOC(CN(C)C)C3)nccc12,4.45,0.5566064510428849,1.4141201727607933,,
O=C(NCc1cccc(N2CCOCC2)n1)c1csc2c1CCCC2,4.59,0.7215236660953315,1.3090610574618025,,
CC(C)Cn1cc(NC(=O)N2CC[C@H](Oc3ccccc3)C2)cn1,4.15,0.4121551706794906,1.0588326638506658,,
CC1Oc2ccccc2OC1C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,4.75,0.5736529040271907,1.0163605575193526,,
Cc1cccc(C2CCCN2C(=O)CCc2cnn(C)c2)c1C,4.86,0.8198642447264722,1.4245309908449226,,
CC(C)c1ccc2c(c1)[C@@H](NC(=O)c1c[nH]c(C(=O)N3CCCC3)c1)CCC2,5.25,0.7556359428651022,1.2852540340222105,,
CC(NC(=O)c1ccco1)C(=O)N1CCC(Cc2ccc(F)cc2)C1,4.71,0.5499844060211576,1.0261271702676606,,
Cc1oc(C#N)cc1C(=O)N1CCN(CC(F)(F)F)CC(C)C1,5.01,0.8732472772041845,1.4423444429187622,,
CC(C)N(C(=O)c1ccnn1C(C)C)c1ccc(Br)cn1,5.1,0.9689577995890148,1.3028391269757689,,
CN(C(=O)c1noc2c1CCCCC2)c1ccc(-c2ccccc2)nn1,5.11,0.9316087423430895,1.5864493970145386,,
COc1ccc(NC(=O)C2CCCN2C(=O)CCc2ccco2)cc1,4.09,0.5715072679106235,1.267120272966138,,
Cn1cnc2c(c1=O)CCN(C(=O)NC1CCCc3c(F)cc(Cl)cc31)C2,4.76,0.3082305671671482,0.9837525682868764,,
CC1(C)CC(NC(=O)N[C@H]2c3ccccc3C[C@H]2O)c2ccc(F)cc2O1,4.98,0.7173091758743598,1.2501568126660327,,
CCC(CC)n1nc(C)cc1-c1nc(C(C)(C)NC(C)=O)no1,5.02,0.4953837580439746,1.1729760715391562,,
O=C(Cn1nnc(C2CC2)n1)N1CCCc2ccccc21,4.58,0.7436962498309561,1.2755460197844437,,
COc1ccc(Cl)cc1N1CCC(NC(=O)NCC2C(C)(C)C2(F)F)C1,5.17,0.8264373391542573,1.164777400416713,,
CC1C(c2ccccc2)CCN1C(=O)Nc1cn(C)nc1C1CCCCC1,5.04,0.6935955037072649,1.3574221406957598,,
Cc1cc(C(F)(F)F)nc(N2CCN(CC(=O)Nc3ccc(F)cc3)CC2)n1,4.56,0.5635458006949988,1.3877127764771962,,
N#Cc1ccc(OCc2noc(C3CCCCC3)n2)c(Cl)c1,4.07,0.658978825828124,1.1759350744660333,,
CCOc1ccc(CNC(=O)N2CCOC[C@@H]2CC(C)C)cc1F,4.68,0.4857181685917743,1.1018911638689035,,
O=C(NC1CCOC(c2cccnc2)C1)N1CCCc2ccccc2CC1,5.19,0.782471955640091,1.1277583296544789,,
