SMILES,pEC50,logD
C=CCOc1ccccc1CNC(=O)c1cnn(-c2ccc(=O)[nH]n2)c1C,3.1892613696282,
C=CCSc1ccccc1NC(=O)C(=O)N1CCN(C(=O)c2ccc(F)cc2)CC1,5.280575309068879,
C=CCc1ccc(O)c(OC)c1,2.911499688617347,
C=CCn1c(C(O)CC(C)C)nnc1N1CCN(CCc2cccs2)CC1,2.3344877935926,
C=CCn1c(SCCC2COC2)nnc1-c1ccccc1,4.257544003768768,
C=C[C@@H]1OCC[C@H]1CNC(=O)N1CCOC(CS(C)(=O)=O)C1,2.279941517247582,
C=C[C@@H]1OCC[C@H]1NC(=O)NCCc1c[nH]c2ccc(C)cc12,4.204318574313015,
C=C[C@@H]1OCC[C@H]1NC(=O)c1oc2ccc(Br)cc2c1C,3.2335666734528417,
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,3.539887626623558,
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,3.3733766846108493,
CC#CCCN1CCC(Cc2nc(-c3ccc(F)cn3)no2)CC1,2.3310536532746293,
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,3.766775620651603,
CC(=O)C(=O)O,3.2563596443410017,
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.579235785228695,
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,3.016201322990276,
CC(=O)N(C)Cc1cn(Cc2cc(-c3ccco3)on2)nn1,2.492789594150007,
CC(=O)N(C)c1ccc(NC(=O)C(C)c2cnn(C)c2)cn1,2.2806312970153826,
CC(=O)N(C)c1ccc(NC(=O)N2CCOCCC2C)cn1,2.3510583707230936,
CC(=O)N(C)c1ccc(NC(=O)Nc2cnn(C3CCCC3)c2)cn1,2.764418435028756,
CC(=O)N(C)c1cccc(NC(=O)C2(C(=O)O)CCC2)c1,2.4751360601808177,
CC(=O)N(C)c1cccc(NC(=O)C2CN(C(=O)C3CCCCC3)C2)c1,2.4801123243485796,
CC(=O)N(CC(=O)O)C1CCCN(C(=O)C(c2ccccc2)n2cccn2)CC1,2.2844162987993974,
CC(=O)N(c1ccc(NC(=O)N2CCN(c3nccnc3C)CC2)cc1)C1CC1,2.3767415286363702,
CC(=O)N1C=Cc2ccccc2C1CC(=O)NCC(C)C(=O)O,2.3327756489437266,
CC(=O)N1CC(Nc2cccc(-c3nnnn3C3CC3)c2)C1,3.544121107875758,
CC(=O)N1CC2(C1)C(C(=O)N(Cc1ccccn1)CC(C)C)CCS2(=O)=O,2.899868477824148,
CC(=O)N1CC2(CCN(C(=O)c3ccc4nc(C)sc4c3)CC2)[C@H]2COC[C@H]21,2.3334654605141134,
CC(=O)N1CCC(C)(C(=O)NCCc2cnc3ccccc3c2)C1,2.4252813218847797,
CC(=O)N1CCC(C)(C(=O)Nc2cccc(Oc3ccccc3)n2)C1,2.2388516838024004,
CC(=O)N1CCC(CNC(=O)c2c(C)c3ccccc3oc2=O)CC1,2.567468551545224,
CC(=O)N1CCC(CNC(=O)c2ccc(C(F)F)cc2F)C1,2.6359956521469483,
CC(=O)N1CCC(CNC[C@H](O)c2ccc(Cl)c(Cl)c2)CC1,2.481303833382916,
CC(=O)N1CCC(NC(=O)CCc2ccn(C)n2)c2ccccc21,3.276777359744557,
CC(=O)N1CCC(NC(=O)COc2ccc(C(F)(F)F)cc2C)CC1,2.326940731795046,
CC(=O)N1CCC(NC(=O)NC2CCN(c3ccccc3C(F)(F)F)C2)CC1,3.0956058528965387,
CC(=O)N1CCC(NC(=O)c2ncccc2O)c2ccccc21,2.981509482176111,
CC(=O)N1CCC(c2nc(C3(C(F)(F)F)CCCCC3)no2)CC1,4.239636684531817,
CC(=O)N1CCCC(C(=O)Nc2cccc3c2ccn3CC(=O)O)C1,2.2913949914748075,
CC(=O)N1CCCC(c2noc(-c3ccc4nnc(C)n4c3)n2)C1,2.271584473442068,
CC(=O)N1CCCC1c1noc(-c2cc(O)nc3ccccc23)n1,2.3214949490439505,
CC(=O)N1CCCC1c1noc(Cn2ncc3cc(C)cnc32)n1,2.384822896956986,
CC(=O)N1CCCCC(NC(=O)c2cccc(C(N)=O)c2)C1,2.260998156871577,
CC(=O)N1CCCCC1C(=O)Nc1ccc(-c2cccc(C)c2)cn1,4.071465426333048,
CC(=O)N1CCCN(S(=O)(=O)c2cnn(CC(F)F)c2)CC1,2.234095911560123,
CC(=O)N1CCN(C(=O)CCNC(=O)NC2CC3CC3C2)CC1,2.2460426333790053,
CC(=O)N1CCN(C(=O)CCNC(=O)c2cccc(C3=CCOCC3)c2)CC1,2.546548867685205,
CC(=O)N1CCN(C(=O)CN2CCC(N(C)c3ccccc3)CC2)CC1,2.3547544955809863,
CC(=O)N1CCN(C(=O)CN2CCCC(COc3ccccc3Cl)C2)CC1,3.2171097855647472,
CC(=O)N1CCN(C(=O)CS(=O)(=O)c2ccc3c(c2)OCCO3)CC1,2.2853998136527496,
CC(=O)N1CCN(c2ccc(NC(=O)[C@H]3[C@@H]4CNC[C@@H]43)cc2)CC1,2.2572449034438504,
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.922373105051967,
CC(=O)N1CCN(c2cccc(NC(=O)c3cc(F)ccc3O)c2)CC1,3.011135625363255,
CC(=O)N1CCN(c2nnc(-c3nn(C)c4ccccc34)[nH]2)CC1,2.2936768261542757,
CC(=O)N1CCN(c2nnc(C3CC3)n2CC2CCCO2)CC12CCCCC2,2.2833228963076944,
CC(=O)N1CCOC(C(=O)N2CCC(C)(N3CCCCC3)CC2)C1,3.2002542632373983,
CC(=O)N1CCOC2(CCS(=O)(=NC(=O)C(C)c3ccc(F)cc3)CC2)C1,2.56601719752126,
CC(=O)N1CCOC2CN(C(=O)NCCc3c[nH]c4cccc(C)c34)CC21,2.235942038532345,
CC(=O)N1CC[C@@H](NC(=O)NC(C)c2cc(F)ccc2N(C)C)C1,4.364846183996163,
CC(=O)N1CCc2cc(C(=O)N(C)Cc3cnn(C)c3C)ccc21,2.326457968536165,
CC(=O)N1CCc2cc(C(=O)Nc3cccc(-c4nnc(C)n4C)c3)ccc21,2.293339555648008,
CC(=O)N1CCc2ccc(S(=O)(=O)N3CCN(C(=O)CO)CC3)cc21,2.283679788773099,
CC(=O)N1CCc2ccc(S(=O)(=O)NCC(=O)O)cc2CC1,2.451967196923201,
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)N1CCCC1c1ccc(F)cc1C,2.269864448326448,
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)NC1COc2ccc(F)cc2C1,2.8794409057194743,
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)Nc1ccccc1CCC(F)(F)F,2.465288145647485,
CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C(OCC1CCCC1)c1ccccc1,3.7374485143866862,
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)NCc1c(C)nn(Cc2ccccc2)c1C,2.275682205177069,
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)Nc1cnn(CC(C)C)c1C1CC1,2.3653575575131307,
CC(=O)N1C[C@H]2CC[C@@H](C1)N2C(=O)c1ccccc1-c1cn[nH]c1,2.3022721970448723,
CC(=O)N1C[C@H]2OC(=O)N(C3CCN(Cc4ccc(C)o4)CC3)[C@H]2C1,2.4875971788842715,
CC(=O)N1Cc2ccccc2CC1C(=O)NCc1ccc(-c2ccc3c(c2)CCO3)cc1,5.1320572076428554,
CC(=O)N1Cc2ccccc2C[C@H]1C(=O)N(C)CCC(C)O,2.369065046198944,
CC(=O)N1c2ccccc2C[C@H]1C(=O)N(C)Cc1ccoc1C,4.660116272443634,
CC(=O)N1c2ccccc2C[C@H]1C(=O)Nc1ccc2oc(=O)ccc2c1,2.34327892863422,
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,3.157352031896883,
CC(=O)NC(C)(C)c1noc(-c2ccc3c(c2)[nH]c(=O)n3C2CCCC2)n1,2.33694896975154,
CC(=O)NC(C)(C)c1noc(C(C)N2CCc3ccccc3C2)n1,3.5833767836811568,
CC(=O)NC(C)(C)c1noc(C2Cc3ccc(F)cc3C(=O)O2)n1,2.3444804229548093,
CC(=O)NC1(c2noc(-c3cnc4cc(C)nn4c3C)n2)CCCCC1,3.62025998780821,
CC(=O)NC1CCN(C(=O)c2ccc(-c3ccc(C)nn3)cc2)C1,2.2912682968790583,
CC(=O)NC1CCN(S(=O)(=O)C2CC2c2ccccc2)C1,2.3454385529994957,
CC(=O)NCC(=O)N[C@H]1C[C@H](c2ccc(C(F)(F)F)cc2)C1,4.1580626072192715,
CC(=O)NCC1CCCN(C(=O)c2cc(C)ccc2-n2cnnc2)C1,2.238050496793938,
CC(=O)NCC1CCn2ncc(C(=O)NC3CCCc4sccc43)c2C1,3.585939989447974,
CC(=O)NCC1CN(Cc2c3c(nn2C)CCC3)CCO1,2.5512832212677385,
CC(=O)NCCCCCC(=O)O,2.4671577179580235,
CC(=O)NCCCS(=O)(=O)O,2.2394411583991394,
CC(=O)NCCN(C)C(=O)C1(Cc2ccc(O)cc2)CC1,2.502210312822632,
CC(=O)NCCNC(=O)CCC(=O)N1CCCCC1c1ccc(F)cc1F,3.5778790994669913,
CC(=O)NCCc1ccc(S(=O)(=O)Nc2ccc(-c3cccc(O)c3)cc2)cc1,4.3831998947168,
CC(=O)NC[C@@H]1CN(C(=O)Cc2cc(F)c(F)cc2F)C[C@H]1c1cncn1C,3.0773964153124043,
CC(=O)NC[C@@]1(F)CC[C@H](CNC(=O)c2ccc(-c3ccccn3)o2)C1,2.3316657770299165,
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,2.2805181757390054,
CC(=O)NCc1ccc(C(=O)N2CCn3c(Cc4cccc(F)c4F)nnc3C2)cc1,2.6603651211714174,
CC(=O)NO,2.282433969693226,
CC(=O)NS(=O)(=O)c1ccc(N)cc1,2.5103871977071033,
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,2.3151548512650897,
CC(=O)N[C@@H](CS)C(=O)O,2.340804739583594,
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC12C=CC(CC1)C2,2.2351756307805704,
CC(=O)N[C@@H]1CC[C@H](Cc2nnc(NC3CCc4ccccc4C3)o2)C1,4.244590231285463,
CC(=O)N[C@H](CC1CCC1)C(=O)N1CCn2nc(C3CC3)cc2C1,2.449020167536961,
CC(=O)N[C@H](CC1CCC1)C(=O)n1nc(N)c2cc(F)ccc21,3.7757690532318176,
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,2.5024155778816435,
CC(=O)Nc1c[nH]nc1C1CCCN(C(=O)C2CC(=O)N(C)c3ccccc32)C1,2.238336893500437,
CC(=O)Nc1c[nH]nc1C1CCCN(C(=O)c2cncc(N3CCOCC3)c2)C1,2.244062631183698,
CC(=O)Nc1cc(-c2cn([C@@H]3c4ccccc4CC[C@H]3O)nn2)ccn1,2.2509332991791275,
CC(=O)Nc1cc(C(=O)NC2CCCC(F)(F)C2)ccc1C,2.2731161296181313,
CC(=O)Nc1cc(C(=O)Nc2cnn(CCN(C)C)c2)ccc1C,2.9807882870198137,
CC(=O)Nc1cc(C)c(S(=O)(=O)NCCC(=O)O)cc1Br,2.3404237366529097,
CC(=O)Nc1cc(NC(=O)N2CCC2c2ccc(F)cc2)ccc1C,3.4564156534410166,
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)NC2CCN(c3ccccc3F)C2)c1,2.805881984457738,
CC(=O)Nc1cc(S(=O)(=O)NC2CCN(C(=O)CC(C)C)CC2)ccc1F,3.9509100102295385,
CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCCNC(=O)C3CC3)cc2)cc1,2.386711372160717,
CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3ncn(C)n3)cc2)cc1,2.349525872202286,
CC(=O)Nc1ccc(C(=O)N2CCN(C(=O)c3ccc(F)cc3)CC2)s1,2.4104707966585965,
CC(=O)Nc1ccc(C(F)(F)F)cc1NC(=O)[C@@H]1C[C@H]1C(=O)O,2.336282343281446,
CC(=O)Nc1ccc(C)c(C(=O)NCc2cccc(C(=O)N3CCOCC3)c2)c1,2.548227404742872,
CC(=O)Nc1ccc(CC(=O)O)cc1,2.290312570867293,
CC(=O)Nc1ccc(Cl)c(C(=O)N2CCN(C(C)CC(=O)O)CC2)c1,2.2881359321122843,
CC(=O)Nc1ccc(Cl)c(C(=O)NCc2ccc3[nH]c(=O)[nH]c3c2)c1,2.3252031251281267,
CC(=O)Nc1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1Cl,2.5678500575618006,
CC(=O)Nc1ccc(O)cc1,2.311414282416,
CC(=O)Nc1ccc2nc(NC(=O)[C@H]3OCCO[C@H]3C)sc2c1,2.4971724453844346,
CC(=O)Nc1cccc(-c2ccc3c(c2)OCCCC3O)c1,2.344084278982633,
CC(=O)Nc1cccc(C(=O)NCc2nnc(C(C)C)n2C)c1,2.408493518069619,
CC(=O)Nc1cccc(CC(=O)Nc2cccc3[nH]c(=O)oc23)c1,2.27924972694482,
CC(=O)Nc1cccc(NC(=O)N2CCC(C3CCOCC3)CC2)c1,2.428639770890491,
CC(=O)Nc1cccc(NC2CCN(c3ccc(C)cc3)C2=O)c1,2.4822529694650286,
CC(=O)Nc1cccc2c1CCCN2C(=O)Cc1ccc(F)c(F)c1,3.062875237663949,
CC(=O)Nc1cccc2c1CCCN2C(=O)c1cncc(-c2ccccn2)c1,3.0467542840125126,
CC(=O)Nc1cccc2c1CCN(C(=O)C(C)n1cnc3c(N)ncnc31)C2,2.6331935519665985,
CC(=O)Nc1cccc2c1CCN(C(=O)C1CCCN(CC(F)(F)F)C1)C2,3.4077147911706183,
CC(=O)Nc1ccccc1CC(=O)N1CCc2ncc(C)cc21,2.456491502699752,
CC(=O)Nc1nc(C(=O)N2CCC(c3ncc(C)s3)CC2)cs1,3.740526107992882,
CC(=O)Nc1nc(Cn2cc(CN3CCOC[C@H]3C)nn2)cs1,2.265394792923342,
CC(=O)Nc1nc2cnc(NC3(C4CCCO4)CCC3)nc2s1,3.95079407249996,
CC(=O)Nc1ncc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)s1,2.9308664179387236,
CC(=O)Nc1nnc(S(N)(=O)=O)s1,2.497664645303106,
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,2.39817210214793,
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.774525518497783,
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.593127549017634,
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,2.325209814666499,
CC(=O)OCC(COC(C)=O)OC(C)=O,2.358736676819307,
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,2.3169505135699424,
CC(=O)OCC[N+](C)(C)C,2.3844786987268285,
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,2.27725899889602,
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,5.813159146806587,
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,2.381057140111023,
CC(=O)Oc1cccc(O)c1,2.306184309445797,
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,2.523533639476839,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.661586800162383,
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,2.684065964794456,
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.5011823896434486,
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,2.7659647803940897,
CC(C(=O)N(C)Cc1cccc(-c2nn[nH]n2)c1)c1cccc(O)c1,2.668221718545779,
CC(C(=O)N1CCC(O)(CN2CCCCC2)CC1)C1CC1,2.4032564800334684,
CC(C(=O)N1CCC2(CC1)OCc1ccccc12)n1cnc2c(N)ncnc21,4.059832993841365,
CC(C(=O)N1CCC2(CCC2)S(=O)(=O)CC1)c1cnn(C)c1,2.248676955845891,
CC(C(=O)N1CCCC(c2nncn2C)C1)N1CCC(Cc2ccccc2)CC1,4.052406534494592,
CC(C(=O)N1CCCC1)N1CCN(c2ncc3c(n2)CCOC3)CC1,2.332516898348856,
CC(C(=O)N1CCCC1Cc1ccccc1)n1cncn1,4.686245825644603,
CC(C(=O)N1CCCCC1Cc1nn[nH]n1)C1CCOCC1,2.3637589519684754,
CC(C(=O)N1CCCN(C(N)=O)CC1)N1CCC(Cc2ccccc2)CC1,4.130653653439416,
CC(C(=O)N1CCN(C(=O)c2ccc(=O)[nH]c2)CC1)N(C)CC(F)(F)F,2.250473874877838,
CC(C(=O)N1CCN(C(=O)c2ccc(F)cc2)CC1)n1ccc(C2CC2)n1,3.878798328046334,
CC(C(=O)NC(C(F)F)C1CCCCC1)N1CCSCC1,4.815226949993503,
CC(C(=O)NC1CCCCC1)S(=O)(=O)Cc1ccc(C#N)cc1,2.8080716992163923,
CC(C(=O)NC1CCN(CC(F)(F)F)CC1)c1cccnc1,4.477038701920869,
CC(C(=O)NCC(F)(F)F)N1CCC(Cc2ccccc2)C1,2.7740616553086337,
CC(C(=O)NCC1(C2(O)CCC2)CCC1)c1cnccn1,2.9341600136240915,
CC(C(=O)NCC1=NS(=O)(=O)c2ccccc2N1)C1CC1,2.368635250101108,
CC(C(=O)NCCc1cn(C)c2ncccc12)c1cccc(O)c1,3.8768009194923305,
CC(C(=O)NCc1ccc(-n2ccnc2)nc1)C(C)(C)C,2.264110492604638,
CC(C(=O)NCc1ccc(C(=O)O)cc1)N1CCc2c(F)cc(F)cc2C1,2.4932612552569067,
CC(C(=O)NCc1ccc(CC(=O)O)cc1)n1cccn1,2.386371477462426,
CC(C(=O)NCc1ccccc1)N1CCC(N2CCCC2=O)CC1,2.3029945750443392,
CC(C(=O)Nc1ccc(Cc2ccncc2)cc1)n1cccn1,2.3315455110217536,
CC(C(=O)Nc1ccc(N2CCNCC2)cn1)N1CCc2ccccc2C1,2.278194991052683,
CC(C(=O)Nc1ccc2c(c1)C=CCCC2)n1cnc2c(N)ncnc21,2.3333544559859516,
CC(C(=O)Nc1cccc(-c2nnnn2C)c1)n1nnc(-c2ccccc2)n1,2.5691348100870663,
CC(C(=O)Nc1cccc(F)c1)N1CCN(C(C(=O)O)C2CC2)CC1,2.270903042373891,
CC(C(=O)Nc1ccn(-c2ccc(Cl)cc2C#N)n1)n1cncn1,2.490203272403339,
CC(C(=O)Nc1cnccc1-n1cccn1)c1cccc(Cl)c1,4.781307860952569,
CC(C(=O)Nc1cnn(-c2ccc(Cl)cc2)c1)N1CCN(C)CC1,3.0549447472055595,
CC(C(=O)O)C(=O)Nc1cnn(-c2ccc(Cl)cc2)c1C(C)C,2.498714834163857,
CC(C(=O)O)N(C)C(=O)c1ccc(S(=O)(=O)NCC2CCCO2)cc1,2.233811495458746,
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.287801779039526,
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2.4371315010604704,
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,2.6438641306251593,
CC(C(=O)O)c1cccc(NC(=O)C2CCN(c3cnccn3)CC2)c1,2.3031643506379416,
CC(C(=O)O)c1cccc(NC(=O)Cc2ccc3c(c2)OCCO3)c1,2.2796098415078783,
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,2.7718713965586605,
CC(C(C)S(C)(=O)=O)N(C)C(=O)C1CCN(c2ccc(F)cc2)C1=O,3.364561270748411,
CC(C)(C#N)CC(=O)N1CCC(NC(=O)NC2CCCCC2)CC1,2.316601900375061,
CC(C)(C#N)CC(=O)N1CCCCC1CNC(=O)c1ccccc1,2.916369129187341,
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,4.120551795593862,
CC(C)(C(=O)N1CC(CO)C(CCO)C1)c1cccc(Cl)c1,3.334989670859628,
CC(C)(C(=O)N1CCC(c2cc(O)[nH]n2)C1)c1ccccc1,3.9800125277296896,
CC(C)(C(=O)N1CCCC(C(=O)O)C1)c1cccc(C(F)(F)F)n1,2.7352417682237884,
CC(C)(C(=O)NC[C@]12CCC[C@H]1OCC2)c1ccc2c(c1)OCO2,4.420249179367485,
CC(C)(C(=O)Nc1cnn(CC(=O)N2CCOCC2)c1)C1CCC(O)CC1,2.3148509041264735,
CC(C)(C(=O)Nc1ncnn1-c1ncccn1)S(=O)(=O)C1CC1,2.534398799634068,
CC(C)(C(=O)O)C(=O)NCc1cccc(NC(=O)C2CCCO2)c1,2.3399140155311855,
CC(C)(C(=O)O)C1CCCN(C(=O)c2cccc(C3CC3)c2)C1,3.4165578449008955,
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.436919135009598,
CC(C)(C(N)=O)C(=O)NC[C@H]1CC[C@@H](NC(=O)CCn2cccc2)C1,2.273231464255619,
CC(C)(C)C(=O)NC1CCC(C(=O)N2CCC(CCO)C2)CC1,2.299621960443052,
CC(C)(C)C(=O)NCC1CCCN(C(=O)c2csnn2)C1,2.255688151113598,
CC(C)(C)C(=O)NCCCC(=O)O,2.2758212455005635,
CC(C)(C)C(=O)NCc1ccc(C(=O)N2C3COCC2C3)cc1,2.395929692944971,
CC(C)(C)C(=O)NCc1ccc(C(=O)N2CCC(O)(C(F)F)CC2)cc1,2.407305520468084,
CC(C)(C)C(C(=O)NC1CC1(C)C)n1cc(CCCO)nn1,2.315130825741085,
CC(C)(C)C(C(=O)O)C(=O)Nc1ccc(Oc2cnccn2)cc1,4.079616329569909,
CC(C)(C)C(CN1CCc2ccccc2C1)NC(=O)CNCC1CC1,3.6921608206738137,
CC(C)(C)C(O)CNC(=O)NCc1ccnc(OC(F)F)c1,4.673198427009574,
CC(C)(C)C(O)Cc1cn(-c2ccc3c(c2)OCO3)nn1,2.9176129085828446,
CC(C)(C)C1CCN(C(=O)c2ccc(-c3cn[nH]c3)cc2)CCO1,4.460745084393834,
CC(C)(C)CC(=O)N1CCCC1C(=O)N1CCCN(CC(F)(F)F)CC1,4.128175448123303,
CC(C)(C)CC(=O)N1[C@@H]2CC[C@H]1[C@H](CNC(=O)Cc1sc(O)nc1O)C2,3.1409708745463156,
CC(C)(C)CCCC(=O)NC1(CNC(=O)[C@H]2C[C@@H]2C(F)F)CC1,4.200856623232414,
CC(C)(C)CCN1CCN(C(=O)c2nnc3ccccc3n2)CC1,3.620600606754816,
CC(C)(C)CNC(=O)Cn1cc(-c2ccc(C(F)(F)F)cn2)nn1,2.901134547807473,
